"id","status","type","severity","area","files","linux_evidence","windows_abdul_status","fix_or_plan","validation","next_action"
"BUG-158","open","correctness/numerical-summary","high","InfoWindow2 minimum summaries use unreachable and cross-collection conditions","src/java/billiards/viewer/InfoWindow2.java; docs/CODEBASE-HANDBOOK.md","Found while tracing four minimum sentinels through the two footer branches","The positive-MRR branch is hidden by an else-if whenever any positive value also updates the general minimum. The all-equations footer tests MRR sentinels while printing all-equation values, so it can omit real minima or print the untouched 10000 sentinel.","Documented source behavior without changing production code","Source inspection in handbook Section 14.115","Use separate OptionalDouble accumulators per collection, explicitly select finite or positive semantics, and test empty, NaN, negative, positive, and independently populated collections."
"BUG-159","open","correctness/disabled-feature","high","QueryStage exposes Search but every click throws disabled exception","src/java/billiards/viewer/QueryStage.java; docs/CODEBASE-HANDBOOK.md","Found while tracing the visible Search command into query","The complete search form is enabled, but query's first live statement throws RuntimeException('searching is currently disabled'). Its former validation/query/draw body is block-commented and references a Search API absent from current production source.","Documented source behavior without changing production code","Source inspection in handbook Section 14.116","Disable or hide the command with an explicit status, or rebuild the search service and execute it asynchronously before exposing the form; test the presented disabled/restored state."
"BUG-160","open","correctness/path-state","critical","SaveV3Window ignores its editable destination field","src/java/billiards/viewer/SaveV3Window.java; docs/CODEBASE-HANDBOOK.md","Found while comparing saveToField edits with the location used by saveM, saveL, and clear","The displayed path field is editable but never copied or bound to location. Typing a new path changes only the display; append and destructive clear continue to operate on the last browsed or default path.","Documented source behavior without changing production code","Source inspection in handbook Section 14.117","Use one authoritative path: make the field read-only or parse and validate its text for every command; integration-test typed and browsed paths, especially clear."
"BUG-161","open","correctness/input-validation","high","SaveV3Window count parsing escapes and negative counts report success","src/java/billiards/viewer/SaveV3Window.java; docs/CODEBASE-HANDBOOK.md","Found while enumerating Integer.parseInt and prefix-loop branches","Malformed, whitespace, and overflowing input throws uncaught NumberFormatException on JavaFX. Zero and negative integers satisfy count <= size, append no entries, close the stage, and appear successful.","Documented source behavior without changing production code","Source inspection in handbook Section 14.117","Trim and parse into a validated request with an explicit 1 <= count <= size contract, visible typed errors, and boundary tests."
"BUG-162","open","correctness/filesystem-semantics","high","SaveV3Window's new-file write-all branch is unreachable","src/java/billiards/viewer/SaveV3Window.java; docs/CODEBASE-HANDBOOK.md","Found while tracing FileWriter construction before File.createNewFile","FileWriter(path,true) creates a missing destination before createNewFile is called, so createNewFile always returns false after a successful open. Missing files receive only the requested prefix rather than every entry promised by the dead branch, and an invalid oversized count can leave an empty created file.","Documented source behavior without changing production code","Source inspection in handbook Section 14.117","Choose one explicit create/append/replace contract, validate before opening, and test missing and existing destinations independently."
"BUG-163","open","correctness/resource-lifetime","high","SaveV3Window can leak writers and partially commit failed exports","src/java/billiards/viewer/SaveV3Window.java; docs/CODEBASE-HANDBOOK.md","Found while following IOException exits from saveM and saveL","Writers are manually closed only on normal success and the explicit count-too-large path. IOException from write, append, or close enters the catch without a finally close, potentially retaining the descriptor and leaving a partially written prefix.","Documented source behavior without changing production code","Source inspection in handbook Section 14.117","Validate first, use try-with-resources with an explicit charset, and decide whether append-prefix partial commits or atomic replacement is the required contract; inject write and close failures."
"BUG-164","open","concurrency/javafx-responsiveness","medium","SaveV3Window performs filesystem mutation on JavaFX","src/java/billiards/viewer/SaveV3Window.java; docs/CODEBASE-HANDBOOK.md","Found while tracing all button handlers directly into FileWriter open/write/truncate","Save Matching, Save Latest Vary, and Clear synchronously open and mutate files on the JavaFX application thread. Slow local, network, blocked, or failing destinations prevent repaint, input, and close handling until I/O returns.","Documented source behavior without changing production code","Source inspection in handbook Section 14.117","Capture a validated immutable request and result-list snapshot on JavaFX, perform scoped file I/O in a Task, and publish only the matching completion; test with a delayed filesystem adapter."
"BUG-165","open","concurrency/javafx-responsiveness","high","SmallCoverWindow runs the complete cover batch on JavaFX","src/java/billiards/viewer/SmallCoverWindow.java; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while tracing Calculate through cleaning, database materialization, native cover, artifact reads, and Viewer reload","Every accepted rectangle synchronously re-cleans codes, may calculate missing MRR records, runs native subdivision, writes/reads cover artifacts, and requests rendering in the JavaFX action handler. UI latency is the serial sum and there is no cancellation or progress state.","Documented source behavior without changing production code","Source inspection in handbook Section 14.118","Capture and validate one immutable batch, clean once, run isolated cover work in a cancellable coordinator, and publish one generation on JavaFX; test delayed multi-region jobs and close/recalculate."
"BUG-166","open","correctness/artifact-batch","critical","SmallCoverWindow multi-region calculation retains only the last filled cover","src/java/billiards/viewer/SmallCoverWindow.java; src/backend/cpp/verify.cpp; src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/HashTriple.java; docs/CODEBASE-HANDBOOK.md","Found while following every rectangle through the fixed small_cover directory and loadCover replacement maps","The UI accepts multiple rectangles and accumulates their outlines, but each native call overwrites the same small_cover artifact set and each Viewer load replaces stable/triple rectangle maps. After R1..Rk, durable proof artifacts and colored rectangles describe only the last successful region while earlier outlines may remain visible.","Documented source behavior without changing production code","Source inspection in handbook Section 14.118","Return isolated per-region cover results or implement a native batch format, merge with explicit index/collision rules, and atomically publish one manifest-backed generation; test every region remains colored after a three-region batch."
"BUG-167","open","correctness/result-publication","high","SmallCoverWindow loses all accumulated outlines when the final raw line is skipped","src/java/billiards/viewer/SmallCoverWindow.java; docs/CODEBASE-HANDBOOK.md","Found while tracing newSmallCoverAreas transfer under the raw loop index condition","The shared outline list is cleared before calculation, but collected outlines are copied back only inside a nonempty successful result when i equals the final raw line index. A malformed/blank final line or erased native failure prevents transfer, discarding every earlier successful outline.","Documented source behavior without changing production code","Source inspection in handbook Section 14.118","Parse accepted requests first and commit the complete collected list after whole-batch success, independent of raw input indices; test valid regions followed by blank/malformed/failing final lines."
"BUG-168","open","correctness/artifact-routing","critical","SmallCoverWindow All mode silently overwrites the ordinary cover","src/java/billiards/viewer/SmallCoverWindow.java; src/java/billiards/wrapper/Wrapper.java; src/backend/cpp/verify.cpp; docs/CODEBASE-HANDBOOK.md","Found while tracing coverWrapperAll from LiCover to check_cover_all's hardcoded output directory","LiCover All invokes the ordinary ALL-cover API, whose native destination is cover rather than small_cover. It ignores the covered Boolean, invokes no Viewer reload callback, saves, and closes, so an ordinary cover can be replaced while the screen and small-cover state remain unchanged.","Documented source behavior without changing production code","Source inspection in handbook Section 14.118","Remove All from LiCover, implement a true small-cover ALL target, or explicitly present/reload the ordinary cover operation; test output ownership and covered false/true/failure."
"BUG-169","open","ui/input-validation","high","SmallCoverWindow persists numeric input before raw parse and unchecked native ranges","src/java/billiards/viewer/SmallCoverWindow.java; src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found while tracing Calculate's save-before-parse ordering and signed Java values into unsigned native casts","Malformed and overflowing values are first written to tmp, then wrapped in an uncaught RuntimeException on JavaFX. Negative and invalid-domain integers are not rejected before unsigned native conversion, whose exception coverage is incomplete at the C ABI.","Documented source behavior without changing production code","Source inspection in handbook Section 14.118","Parse and validate named domains into locals before persistence or native entry; display field-specific errors and test malformed, overflow, zero, negative, and maximum accepted values."
"BUG-170","open","correctness/input-grammar","high","SmallCoverWindow silently skips rectangle lines outside a literal single-space grammar","src/java/billiards/viewer/SmallCoverWindow.java; docs/CODEBASE-HANDBOOK.md","Found while deriving polygonString.split newline and square.split single-space behavior","Each line must yield exactly four tokens under split(' '); tabs, repeated spaces, wrong arity, and other malformed lines are silently continued. A partial or wholly empty batch can therefore close as successful without identifying omitted research regions.","Documented source behavior without changing production code","Source inspection in handbook Section 14.118","Use a structured indexed rectangle parser over general whitespace, validate ordering/domain, reject the complete batch with line-numbered diagnostics, and test mixed valid/invalid inputs."
"OPT-017","open","performance/database","high","SmallCoverWindow re-cleans identical stable and triple lists for every rectangle","src/java/billiards/viewer/SmallCoverWindow.java; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while moving loop invariants out of the per-rectangle cost model","cleanStables and cleanTriples are invariant across the rectangle loop but are called inside it. Each pass reparses/classifies every code and calls saveToDatabase, which may perform expensive MRR work, making preprocessing k times more expensive for k regions.","Documented source behavior without changing production code","Source inspection and cost derivation in handbook Section 14.118","Clean once into immutable canonical text before the rectangle loop; benchmark many-region long-code workloads and retain deterministic input order."
"BUG-171","open","concurrency/javafx-responsiveness","high","StablesWindow runs Cartesian factor searches on JavaFX","src/java/billiards/viewer/StablesWindow.java; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found while tracing Calculate and Print Triple Combinations over p*q*r candidates","Cartesian generation, terminal printing, parsing, missing-MRR materialization, database loads, and native factor removal all execute in JavaFX action handlers. Large lists freeze repaint/input/close for the full serial search with no progress or cancellation.","Documented source behavior without changing production code","Source inspection in handbook Section 14.119","Preprocess unique codes once, evaluate indexed factor candidates in a bounded cancellable coordinator, preserve input order, and publish one generation on JavaFX; test delayed searches and close/recalculate."
"BUG-172","open","correctness/result-selection","high","StablesWindow pair count selects unrelated one-way triples","src/java/billiards/viewer/StablesWindow.java; docs/CODEBASE-HANDBOOK.md","Found by comparing current getCombinations with the numberOfPairs * 2 selection loop","Reverse (bottom,unstable,top) generation was commented out in 2023, so workingTriples no longer contains adjacent orientation pairs. The pair field still selects the first 2n entries, which are merely different Cartesian candidates; zero, negative, and multiplication-overflow values can send an empty list.","Documented source behavior without changing production code","Source inspection and indexed example in handbook Section 14.119","Select a literal validated triple count, or restore an explicit OrientationPair model grouped by canonical reversal; test n boundaries, overflow, and exact pair membership."
"BUG-173","open","correctness/mode-selection","medium","StablesWindow treats whitespace-only bottom stables as full-triple mode","src/java/billiards/viewer/StablesWindow.java; docs/CODEBASE-HANDBOOK.md","Found while tracing calculateAction's exact empty-string comparison before later trimming","Half-triple mode is chosen only when bottomStablesText equals the zero-length string. Spaces/newlines select full mode, then trim to an empty bottom component and produce invalid Cartesian triples instead of the intended half-triples.","Documented source behavior without changing production code","Source inspection in handbook Section 14.119","Use an explicit Half/Full mode control or a structured isBlank parse; test empty, spaces, tabs, newline, and valid bottom lists."
"BUG-174","open","correctness/input-validation","high","StablesWindow factor dispatch and parsers throw on malformed lines","src/java/billiards/viewer/StablesWindow.java; docs/CODEBASE-HANDBOOK.md","Found while tracing comma-count routing into pre-try array indexing and unchecked Optional/Either get","Find Factors routes every non-three-component line to the half path; blank/one-component input indexes a missing component before the catch. Triple and half cleaners/checkers also call Optional.get and Either.get without validation, so bad code text escapes with raw exceptions on JavaFX.","Documented source behavior without changing production code","Source inspection in handbook Section 14.119","Parse indexed lines into typed full/half records before dispatch, return all validation diagnostics, and never use unchecked get for user input; test every arity and invalid code/classification."
"BUG-175","open","correctness/error-state","high","StablesWindow half-factor display ignores false and erases failures","src/java/billiards/viewer/StablesWindow.java; src/backend/cpp/common.cpp; docs/CODEBASE-HANDBOOK.md","Found while comparing calculateHalfTriplesAction's Boolean check with showFactorHalfTriple","The display path ignores a normal false result, while native code prints the candidate Factor even if no equation divides by it. It catches all parse/database/native exceptions as the same 'Half Triple Doesn't Work' message, so factor absence, empty code, invalid input, and backend failure are indistinguishable.","Documented source behavior without changing production code","Source inspection in handbook Section 14.119","Return and display typed FOUND/NOT_FOUND/INVALID/EMPTY/BACKEND_FAILURE outcomes with indexed input and captured diagnostics; test a factor with and without divisible equations."
"BUG-176","open","correctness/persistence-lifecycle","medium","StablesWindow normal close persistence depends on mouse exit","src/java/billiards/viewer/StablesWindow.java; docs/CODEBASE-HANDBOOK.md","Found while comparing the VBox mouse-exit save hook with explicit Viewer shutdown close","The Stage has no close-request handler. Edits are normally saved only when the pointer exits the layout; keyboard/system close paths need not emit that event. Abdul's explicit close saves main shutdown but does not define all direct window-close paths.","Documented source behavior without changing production code","Source inspection and commit history in handbook Section 14.119","Install a Stage close-request save handler, retain idempotent explicit shutdown save, and test mouse, OS button, keyboard, programmatic, and main-window close paths."
"OPT-018","open","performance/database","high","StablesWindow materializes the same codes for every Cartesian triple","src/java/billiards/viewer/StablesWindow.java; src/java/billiards/wrapper/Wrapper.java; docs/CODEBASE-HANDBOOK.md","Found by deriving saveToDatabase call count for top p, unstable q, and bottom r lists","checkTriples issues three saveToDatabase calls for each of p*q*r candidates, although at most p+q+r unique input lines need materialization; the factor wrapper then reloads all three records per candidate.","Documented source behavior without changing production code","Source inspection and cost derivation in handbook Section 14.119","Parse/deduplicate/materialize unique codes once, then run bounded ordered read-only factor checks; benchmark phase times and pool wait under fixed total worker budgets."
"BUG-177","open","correctness/persistence-configuration","critical","SuperPolyVary schedule does not round-trip and shares an incompatible bounds schema","src/java/billiards/viewer/SuperPolyVaryLoad.java; src/java/billiards/viewer/PolyVaryLoad.java; docs/CODEBASE-HANDBOOK.md","Found while comparing Super's nine-token writer with its constructor and PolyVary's six-token writer","Super writes length maxima, side sums, and steps, but never reloads the first three length maxima. PolyVary shares the file and later truncates it to six tokens, deleting Super steps. Restarted schedules therefore depend on defaults and which dialog wrote last.","Documented source behavior without changing production code","Source inspection and restart examples in handbook Section 14.120","Use a versioned complete Super request file or distinct schemas/paths, parse all fields atomically, and test both write orders across real process restarts."
"BUG-178","open","concurrency/configuration-generation","critical","SuperPolyVary rereads mutable dialog/global state during an active sequence","src/java/billiards/viewer/SuperPolyVaryLoad.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found while comparing the seven-value result tuple with every value read by the completion listener","Only polygon and six base bounds are snapshotted. Each repetition rereads static Reps/steps/colors/AutoCover and live magnification/AutoSmall controls; Viewer mode/subdivision controls are live too. Reopening or overlapping runs can change termination, progress, search bounds, view, and publication mid-generation.","Documented source behavior without changing production code","Source inspection in handbook Section 14.120","Create one immutable generation-tagged request containing every schedule/mode/publication value; active controllers must never read dialog controls or process globals; test reopen/edit and overlapping sequences."
"BUG-179","open","ui/modal-lifecycle","high","SuperPolyVary calls showAndWait on an already visible Stage","src/java/billiards/viewer/SuperPolyVaryLoad.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found while tracing Viewer's stage.isShowing branch through unconditional getLoad","The parameter Stage has no owner/modality, so the main Viewer remains interactive during its nested event loop. A second command detects the visible Stage and brings it forward, but then still calls getLoad/showAndWait, which JavaFX rejects for an already visible Stage.","Documented source behavior without changing production code","Source inspection in handbook Section 14.120","When showing, bring forward and return, or make one owned modal request with the command disabled until completion; integration-test rapid/reentrant invocation."
"BUG-180","open","correctness/configuration-validation","high","SuperPolyVary partially mutates global configuration before validation","src/java/billiards/viewer/SuperPolyVaryLoad.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found while tracing Load assignments and polygon/file operations in source order","Color/cover flags and ten numeric statics are assigned one by one before complete validation. A later parse or polygon error leaves mixed old/new globals; zero/negative domains and repetition arithmetic overflow are not rejected, and result is assigned before persistence succeeds.","Documented source behavior without changing production code","Source inspection in handbook Section 14.120","Parse polygon and all schedule fields into locals, validate domains and checked per-repetition arithmetic, persist atomically, then publish one immutable result; test failure at every field and file-write boundary."
"BUG-181","open","concurrency/result-isolation","critical","Concurrent TetraBar runs share one Viewer intersection accumulator","src/java/billiards/viewer/TetraBar.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by scheduling two recursive Bar/Tetra success chains against Viewer.tetrahedronCodes","Every run appends to and clears the same Viewer field. Non-modal overlapping runs can interleave result sets, intersect samples from different requests, erase another run's state, and then index a too-short list; JavaFX handler serialization does not provide generation isolation.","Documented source behavior without changing production code","Source inspection and explicit two-Bar completion schedule in handbook Section 14.121","Move accumulation into an immutable-request controller or generation-keyed private state; disable/reject unintended overlap and test every controlled completion order, cancellation, and stale publication."
"BUG-182","open","correctness/persistence","high","TetraBar reloads a different filename than it writes","src/java/billiards/viewer/TetraBar.java; docs/CODEBASE-HANDBOOK.md","Found by comparing constructor read with Calculate persistence","The constructor reads tetrahedron.txt only when the process static is empty, while Calculate writes tetrabar.txt. Same-process reopen appears to work through static memory, but submitted coordinates are not restored from the written file after a true restart.","Documented source behavior without changing production code","Source inspection and restart contract in handbook Section 14.121","Choose one versioned request path/schema, persist atomically, and integration-test calculate then new-process reload including every field promised to round-trip."
"BUG-183","open","correctness/input-validation","high","TetraBar coordinate parsing is non-atomic and assertion-dependent","src/java/billiards/viewer/TetraBar.java; docs/CODEBASE-HANDBOOK.md","Found while tracing split, assertion, numeric parses, and mutation order","Literal split-space rejects tabs/repeated spaces, leading whitespace prevents comment recognition, and a normally disabled assert is the only arity check. Raw parse/index errors escape the JavaFX handler after lists are cleared and static defaults are partially published.","Documented source behavior without changing production code","Source inspection and parser matrix in handbook Section 14.121","Parse trimmed indexed lines with a structured whitespace grammar into finite local values, report all diagnostics, then atomically publish defaults/results/persistence; test with assertions both on and off."
"BUG-184","open","correctness/numeric-domain","high","TetraBar accepts degenerate and non-finite stencil coordinates","src/java/billiards/viewer/TetraBar.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by deriving Tetra/Bar geometry for zero, signed, NaN, and infinite epsilon","Zero epsilon repeats the center two or three times; NaN/Infinity in epsilon or input coordinates flows non-finite points into Vary/backend work; negative epsilon silently reverses sample orientation although no domain rule is stated.","Documented source behavior without changing production code","Geometry derivation and edge-case analysis in handbook Section 14.121","Define a finite nonzero or finite-positive epsilon contract, require finite centers before launch, and test zero, signs, NaN, infinity, subnormal, and normal boundary values."
"BUG-185","open","concurrency/javafx-configuration","critical","TetraBar sample tasks read live Vary controls from worker threads","src/java/billiards/viewer/TetraBar.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found while tracing queuedVaryTask.call through its six boyanMenu TextField reads","Each recursively launched background Task reads JavaFX controls off the application thread. Because the owner remains interactive, edits between samples can make one purported intersection combine Vary sets calculated under different bounds and cuts.","Documented source behavior without changing production code","Source inspection and generation-consistency analysis in handbook Section 14.121","Snapshot and validate all Vary parameters on JavaFX into the immutable TetraBar request; worker tasks consume only plain values; test delayed samples with concurrent control edits."
"OPT-019","open","performance/algorithm","medium","Utils intersections use nested scans over code and String collections","src/java/billiards/viewer/Utils.java; src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/BoyanMenu.java; docs/CODEBASE-HANDBOOK.md","Found while tracing the pairwise TetraBar code fold and older BoyanMenu String intersection","Both helpers scan every pair and perform ArrayList duplicate checks. TetraBar inputs are sorted sets, so Bar costs O(n*m) plus match checks and Tetra repeats that scan on the intermediate result; String comparison has the same nested shape.","Documented source behavior without changing production code","Cost analysis in handbook Sections 14.121 and 14.123","Use deterministic two-pointer intersection for comparator-sorted code sets and a first-order-preserving indexed String intersection; benchmark long-result workflows and compare exact ordered outputs."
"BUG-186","open","correctness/update-lifecycle","critical","Updater replaces the live installation and reports success without checking child status","src/java/billiards/viewer/Updater.java; updater.bat; updater.sh; docs/CODEBASE-HANDBOOK.md","Found by comparing waitFor with both scripts' premise that Java has exited","Java waits for the child and never exits, while the scripts sleep then delete/sync the running app directory. Locked files or missing tools can yield partial replacement; Java ignores the exit code and unconditionally shows a downloaded/restart success alert.","Documented source behavior without changing production code","Parent/child protocol trace in handbook Section 14.122","Stage and verify first, launch a trusted installer, shut Java down cleanly, have the installer wait for the actual parent PID, atomically swap with rollback, and report success only from durable verified evidence."
"BUG-187","open","security/update-authenticity","critical","Updater does not authenticate or bind the executable artifact","src/java/billiards/viewer/Updater.java; updater.bat; updater.sh; docs/CODEBASE-HANDBOOK.md","Found while tracing remote version text directly into unverified archive replacement","HTTPS transport is used, but there is no signed manifest, trusted release key, digest/size verification, platform binding, or archive-entry validation before downloaded bytes replace executable files.","Documented source behavior without changing production code","Trust-boundary analysis in handbook Section 14.122","Require a signed manifest binding semantic version, platform, architecture, size, SHA-256, and artifact identity; verify bounded staging and safe archive paths before installer launch; define key rotation and rollback."
"BUG-188","open","concurrency/update-installation","critical","Updater allows concurrent destructive attempts through one temp path","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/Updater.java; updater.bat; updater.sh; docs/CODEBASE-HANDBOOK.md","Found by overlapping two enabled-button raw Threads and the fixed BilliardViewer-update.zip path","Every click and process can copy/replace/delete the same temp ZIP and start scripts that delete or rsync the same app directory. There is no state guard, unique staging directory, process lock, or ownership protocol.","Documented source behavior without changing production code","Controlled overlap schedule in handbook Section 14.122","Use a single updater state machine, installation-wide lock, unique verified staging, disabled/reentrant UI policy, and cross-process tests proving exactly one installer can own the target."
"BUG-189","open","correctness/update-versioning","high","Updater treats every version mismatch as upgrade and downloads an unbound fixed asset","src/java/billiards/viewer/Updater.java; docs/CODEBASE-HANDBOOK.md","Found by substituting local-newer and formatting-different version strings","Exact string inequality offers an update even when remote is older or incompatible. The remote version value is not used to select or verify the fixed Jar-tag archive, so advertised and installed versions can differ.","Documented source behavior without changing production code","Version/artifact dataflow in handbook Section 14.122","Parse a documented semantic version/channel policy with anti-rollback and bind the chosen target version to a signed platform-specific artifact manifest; test older/equal/newer/prerelease/malformed cases."
"BUG-190","open","reliability/network-lifecycle","high","Updater network worker has no bounds, cancellation, or visible failure path","src/java/billiards/viewer/Viewer.java; src/java/billiards/viewer/Updater.java; docs/CODEBASE-HANDBOOK.md","Found while tracing openStream/readAllBytes from an untracked raw Thread","Version/artifact I/O has no explicit connect/read deadline or response-size policy. The non-daemon untracked Thread can keep the JVM alive after windows close; cancellation is absent and exceptions are printed only to a terminal a packaged GUI may not expose.","Documented source behavior without changing production code","Thread and I/O lifecycle analysis in handbook Section 14.122","Use an owned cancellable task with bounded transport, progress/error states on JavaFX, shutdown integration, and injected timeout/truncation/oversize tests."
"BUG-191","open","ui/tooltip-configuration","medium","Utils tooltip timing setup is a no-op","src/java/billiards/viewer/Utils.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by tracing Main/Viewer setup call into the local unattached Tooltip","setupCustomTooltipBehavior ignores all three parameters, creates one local Tooltip with hard-coded values, and discards it. The old global reflection is commented, so later toolTip instances do not receive the requested timing.","Documented source behavior without changing production code","Source inspection in handbook Section 14.123","Apply an explicit timing policy to each actual Tooltip without private reflection and add a JavaFX test asserting installed show/hide/duration values."
"BUG-192","open","correctness/inequality-validation","critical","Utils.verifyInfo evaluates empty metadata fields and always accepts reconstructed storage","src/java/billiards/viewer/Utils.java; src/java/billiards/viewer/DrawPictureTaskUseLRTest.java; src/java/billiards/database/InfoAll.java; src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found by tracing native copy_to_cinfoAll through InfoAll into verifyInfo","Native load_info_all fills sinEquations/cosEquations and explicitly leaves leftRights/codeSeqLR empty. verifyInfo reads those empty fields instead of the commented equation fields, executes zero inequality loops for every point, and returns true; the caller's invalid-result delete branch is unreachable by equation failure.","Documented source behavior without changing production code","Native-to-Java field trace and equation example in handbook Section 14.123","Use the correct typed equation fields only after defining finite/triple-count/tolerance/interior-proof contracts; return VALID/INVALID/INCONCLUSIVE evidence and integration-test distinct field fixtures before permitting database deletion."
"BUG-193","open","concurrency/javafx-rendezvous","high","Utils.runAndWait loses interruption and background action failures","src/java/billiards/viewer/Utils.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by comparing direct-FX and runLater/latch branches","Off the FX thread, an action exception is raised only on JavaFX while the waiting caller returns normally. Interrupted await is ignored without restoring the flag and returns before the queued action necessarily runs, violating both the wait and cancellation contracts.","Documented source behavior without changing production code","Branch and happens-before analysis in handbook Section 14.123","Use a Future/CompletableFuture result that transports action failure, restore/define interrupt behavior, handle JavaFX shutdown, and test delayed/throwing/interrupted actions without locks."
"BUG-194","open","correctness/obo-input-parsing","high","Legacy code-line cleanup corrupts or rejects valid OBO coordinates","src/java/billiards/viewer/Utils.java; src/java/billiards/viewer/Viewer.java; docs/CODEBASE-HANDBOOK.md","Found by executing trimCodeLine and isCoords on negative, exponent, integer, and whitespace variants","trimCodeLine interprets every hyphen as display metadata: a leading negative coordinate indexes a nonexistent split element and an exponent like 1e-5 is truncated. isCoords then requires exactly one ASCII space and a decimal point in both tokens, misrouting integers, tabs, and repeated spaces into code parsing.","Documented source behavior without changing production code","Worked String.split cases and parser contract in handbook Section 14.123","Replace heuristic normalization with one indexed sum-type parser for Coordinate/Code/Directive/Comment/Error, require exactly two finite doubles for coordinates, and preserve explicit legacy display formats with golden tests."
"BUG-195","open","correctness/persistence-atomicity","high","Shared Utils text persistence truncates in place and creates files during reads","src/java/billiards/viewer/Utils.java; multiple viewer dialogs; docs/CODEBASE-HANDBOOK.md","Found while tracing writeToFile/readFromFile guarantees across dialog defaults and cover state","Writes use TRUNCATE_EXISTING with no staging, flush/atomic move, lock, or generation; crashes/full disks/concurrent writers can lose the previous valid file. Reads mutate the filesystem and collapse missing into empty, with an exists/create race and working-directory ambiguity.","Documented source behavior without changing production code","Persistence contract and failure matrix in handbook Section 14.123","Use side-effect-free typed reads and locked versioned atomic sibling-temp replacement with durable close/move and documented fallback; test mid-write failure, concurrent processes, cwd changes, and restart recovery."
"BUG-196","open","correctness/diagnostic-math","medium","Formula diagnostics consume empty fields and can print a false lower bound","src/java/billiards/viewer/Utils.java; src/java/billiards/viewer/Viewer.java; src/java/billiards/math/Equation.java; docs/CODEBASE-HANDBOOK.md","Found by deriving the radius*Equation.bound margin and tracing Viewer's hidden formula handler","Viewer passes leftRights/codeSeqLR that loadAllEquation leaves empty; the formula controls are not attached. Both formula methods seed the minimum with 1000, accept invalid radius/non-finite data, and treat a negative certificate margin as a highlighted result without structured INCONCLUSIVE semantics; the mrr-named method does not calculate MRR.","Documented source behavior without changing production code","Mean-value derivation and call-path inspection in handbook Section 14.123","Build one pure parsed equation-margin engine returning CERTIFIED/INCONCLUSIVE/INVALID records, use sin/cos fields, positive-infinity/explicit empty folds, finite nonnegative radius and declared norm/units, then wire or remove the UI intentionally."
"BUG-197","open","correctness/unfinished-validator","low","Utils.verifyVector parses inputs but always returns true","src/java/billiards/viewer/Utils.java; src/java/billiards/wrapper/Wrapper.java; src/backend/cpp/wrapper.cpp; docs/CODEBASE-HANDBOOK.md","Found by tracing the empty point loop and repository callers","verifyVector reads points/vectorX/vectorY and then performs no operation inside its only loop before returning true. It has no current caller, so this is latent rather than an active false validation.","Documented source behavior without changing production code","Source and no-caller inspection in handbook Section 14.123","Delete the stub until a cited vector invariant exists, or implement typed evidence with failing examples and tests before adding any caller."
"BUG-198","open","correctness/worker-configuration","medium","Invalid CLI thread value discards a valid property or environment setting","src/java/billiards/viewer/Utils.java; src/java/billiards/viewer/Main.java; docs/CODEBASE-HANDBOOK.md","Found by evaluating configureThreadCountFromArgs after static property/environment initialization","A present malformed or nonpositive --threads value calls parseThreadCount with defaultThreadCount as fallback, not the already valid numThreads. An accidental bad CLI value can therefore replace an explicit property/env budget with half the processors.","Documented source behavior without changing production code","Configuration precedence example in handbook Section 14.123","Retain the last valid lower-precedence value or fail explicit CLI validation; test each source in fresh JVMs including flag-like/missing values and property write-back."
"BUG-199","open","correctness/nontermination","medium","Utils.modN can loop forever for a nonpositive modulus","src/java/billiards/viewer/Utils.java; src/java/billiards/geometry/ConvexPolygon.java; src/java/billiards/geometry/TriangleBilliard.java; docs/CODEBASE-HANDBOOK.md","Found by evaluating both repeated add/subtract loops at n equals zero or negative","At n=0 neither loop changes value; for negative n the promised range is invalid and repeated updates can diverge. Current geometry callers normally supply positive sizes, but the public helper has no guard.","Documented source behavior without changing production code","Domain analysis in handbook Section 14.123","Require n>0 and delegate to Math.floorMod; test integer extremes, positive moduli, zero/negative rejection, and polygon construction invariants."
